"List of plants for all fuels, South Atlantic (total), all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvo&geo=0g&sec=g&freq=A&datecode=2023&rtype=s&start=2020&end=2025&ctype=columnchart&ltype=pin&columnendpoints=2&pin=&rse=0&maptype=0"
"Sun Aug 02 2026 18:32:39 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Friendship II",66162,"MD","Electric utility non-cogen","PV","SUN"
"Fries Hydroelectric Project",10798,"VA","Electric utility non-cogen","HY","WAT"
"Fuquay Farm",58331,"NC","Electric utility non-cogen","PV","SUN"
"G G Allen",2718,"NC","Electric utility","ST","DFO,BIT"
"G W Ivey",665,"FL","Electric utility","IC","NG,DFO"
"G2 Energy Marion LLC",57128,"FL","Electric utility non-cogen","IC","LFG"
"GKS Solar",59426,"NC","Electric utility non-cogen","PV","SUN"
"GRP Franklin Renewable Energy Facility",60550,"GA","Electric utility non-cogen","ST","WDS"
"GRP Madison Renewable Energy Facility",61213,"GA","Electric utility non-cogen","ST","WDS"
"GRS CMS",55599,"NC","Electric utility non-cogen","GT","LFG"
"GWCC PV Solar Farm",61738,"MD","Electric utility non-cogen","PV","SUN"
"Gaines Solar",62216,"SC","Electric utility non-cogen","PV","SUN"
"Gainey Solar, LLC",60633,"NC","Electric utility non-cogen","PV","SUN"
"Gamble Solar",61127,"NC","Electric utility non-cogen","PV","SUN"
"Gardy's Mill Solar",65016,"VA","Electric utility non-cogen","PV","SUN"
"Garrell Solar Farm",58866,"NC","Electric utility non-cogen","PV","SUN"
"Garrett County - DPU Treatment Plant",60847,"MD","Electric utility non-cogen","PV","SUN"
"Garrison Energy Center LLC",57349,"DE","Electric utility non-cogen","CT,CA","NG,DFO"
"Gary Solar",61942,"SC","Electric utility non-cogen","PV","SUN"
"Garysburg Solar",59641,"NC","Electric utility non-cogen","PV","SUN"
"Gaston",2756,"NC","Electric utility","HY","WAT"
"Gaston County Renewable Energy Center",61758,"NC","Electric utility non-cogen","IC","LFG"
"Gaston II",61961,"SC","Electric utility non-cogen","PV","SUN"
"Gaston Memorial Hospital",57629,"NC","Commercial non-cogen","IC","DFO"
"Gaston Shoals",3258,"SC","Electric utility non-cogen","HY","WAT"
"Gaston Solar",59642,"NC","Electric utility non-cogen","PV","SUN"
"Gaston Solar I - SC",61530,"SC","Electric utility non-cogen","PV","SUN"
"Gaston Solar Power Plant",62669,"NC","Electric utility","PV","SUN"
"Gastonia Prime Power Park",56954,"NC","Electric utility","IC","DFO"
"Gastonia Solar Center",60359,"NC","Electric utility non-cogen","PV","SUN"
"Gastonia, Tulip Drive",56262,"NC","Electric utility","IC","DFO"
"Gates Solar LLC",58673,"NC","Electric utility non-cogen","PV","SUN"
"Gateway Gen",7798,"VA","Electric utility","IC","DFO"
"Gateway Solar",61794,"MD","Electric utility non-cogen","PV","SUN"
"Gauley River Power Partners",56333,"WV","Electric utility non-cogen","HY","WAT"
"General Motors Corp at White Marsh MD",59841,"MD","Electric utility non-cogen","PV","SUN"
"Georgia LFG Oak Grove Plant",61385,"GA","Electric utility non-cogen","IC","NG,LFG"
"Georgia LFG Pine Ridge Plant",61386,"GA","Electric utility non-cogen","IC","LFG"
"Georgia LFG Richland Creek Plant",61387,"GA","Electric utility non-cogen","IC","LFG"
"Georgia Power at Jakin GA PV",61397,"GA","Electric utility non-cogen","PV","SUN"
"Georgia Power at Swainsboro",61459,"GA","Electric utility non-cogen","PV","SUN"
"Georgia Power at Wadley GA",59843,"GA","Electric utility non-cogen","PV","SUN"
"Georgia-Pacific Big Island",50479,"VA","Industrial cogen","HY,ST","NG,WDS,WAT,BLQ,OBS"
"Georgia-Pacific Cedar Springs",54101,"GA","Industrial cogen","ST","NG,DFO,WDS,RFO,BIT,BLQ"
"Georgia-Pacific Palatka Operations",10611,"FL","Industrial cogen","ST","NG,BLQ"
"Germantown Solar, LLC",60480,"NC","Electric utility non-cogen","PV","SUN"
"Ghost Orchid Solar Energy Center",65038,"FL","Electric utility","PV","SUN"
"Gibbons CSG",63089,"MD","Electric utility non-cogen","PV","SUN"
"Gilead",65505,"NC","Electric utility non-cogen","PV","SUN"
"Gladstone Farm",65506,"NC","Electric utility non-cogen","PV","SUN"
"Glen Ferris Hydro",50010,"WV","Industrial non-cogen","HY","WAT"
"Gliden (Op Zone)",64385,"NC","Electric utility non-cogen","PV","SUN"
"Gloucester Solar",63031,"VA","Electric utility","PV","SUN"
"Godwin Drive Plant",7439,"VA","Electric utility","IC","DFO"
"Gold Mine",64412,"SC","Electric utility non-cogen","PV","SUN"
"Goldenrod Solar",61943,"SC","Electric utility non-cogen","PV","SUN"
"Goldfinch",60124,"FL","Electric utility non-cogen","PV","SUN"
"Gordonsville Energy LP",54844,"VA","Electric utility","CT","NG,DFO"
"Graham Solar Center LLC",58957,"NC","Electric utility non-cogen","PV","SUN"
"Grandy PV 1",59518,"NC","Electric utility non-cogen","PV","SUN"
"Grange Hall Solar",61656,"FL","Electric utility","PV","SUN"
"Granite Falls Walmart",56549,"NC","Electric utility","IC","DFO"
"Graniteville Enterprise Division",54462,"GA","Industrial non-cogen","HY","WAT"
"Grant Town Power Plant",10151,"WV","Electric utility non-cogen","ST","NG,WC"
"Granville Solar PV Power Project",58487,"NC","Electric utility non-cogen","PV","SUN"
"Grassfield Solar",64135,"VA","Electric utility","PV","SUN"
"Grasshopper Solar",62813,"VA","Electric utility","PV","SUN"
"Gratis Road Solar Facility",61740,"GA","Electric utility non-cogen","PV","SUN"
"Gravel Neck",7032,"VA","Electric utility","GT","NG,DFO"
"Great Bay Solar 1",59851,"MD","Electric utility non-cogen","PV","SUN"
"Great Falls (SC)",3259,"SC","Electric utility","HY","WAT"
"Green Farm",59148,"NC","Electric utility non-cogen","PV","SUN"
"Greene Durham",64277,"GA","Electric utility non-cogen","PV","SUN"
"Greenland Energy Center",56799,"FL","Electric utility","GT","NG,DFO"
"Greensville County Power Station",59913,"VA","Electric utility","CT","NG"
"Greensville County Solar Project, LLC",63745,"VA","Electric utility non-cogen","PV","SUN"
"Greenville",60512,"GA","Electric utility non-cogen","PV","SUN"
"Grissom Solar, LLC",64450,"NC","Electric utility non-cogen","BA,PV","MWH,SUN"
"Grove",65042,"FL","Electric utility","PV","SUN"
"Grove Solar",60181,"NC","Electric utility non-cogen","PV","SUN"
"Gulf Clean Energy Center",641,"FL","Electric utility","ST,GT","NG,DFO"
"Gulf Coast Solar Center I",59689,"FL","Electric utility non-cogen","PV","SUN"
"Gulf Coast Solar Center II",59690,"FL","Electric utility non-cogen","PV","SUN"
"Gulf Coast Solar Center III",59691,"FL","Electric utility non-cogen","PV","SUN"
"Gulf Power Blue Indigo Energy",63754,"FL","Electric utility","PV","SUN"
"Gunsight Solar, LLC",63813,"SC","Electric utility non-cogen","PV","SUN"
"Gutenberg Solar",63076,"NC","Electric utility","PV","SUN"
"Guyton Community Solar",62392,"GA","Electric utility","PV","SUN"
"H B Robinson",3251,"SC","Electric utility","ST","NUC"
"H L Culbreath Bayside Power Station",7873,"FL","Electric utility","GT,CT,CA","NG"
"HCE Amelia Solar I, LLC",66115,"VA","Electric utility non-cogen","PV","SUN"
"HCE Amelia Solar II, LLC",66116,"VA","Electric utility non-cogen","PV","SUN"
"HCE Johnston I, LLC",60121,"NC","Electric utility non-cogen","PV","SUN"
"HCE Moore I",62539,"NC","Electric utility non-cogen","PV","SUN"
"HCE Powhatan Solar, LLC",66119,"VA","Electric utility non-cogen","PV","SUN"
"HP Hood CT",59860,"VA","Industrial cogen","GT","NG"
"HWY 158 PV",63566,"NC","Electric utility non-cogen","PV","SUN"
"HXNAir Solar One",60209,"NC","Electric utility non-cogen","PV","SUN"
"Hagood",3285,"SC","Electric utility","GT","NG,DFO"
"Haley Solar",61523,"SC","Electric utility non-cogen","PV","SUN"
"Halifax (NC)",58943,"NC","Electric utility non-cogen","PV","SUN"
"Halifax (VA)",50178,"VA","Electric utility non-cogen","HY","WAT"
"Halifax County Biomass",58560,"VA","Electric utility non-cogen","ST","OBL,WDS"
"Hall Solar Energy Storage",64508,"NC","Electric utility","BA,PV","MWH,SUN"
"Hamilton Solar Power Plant",61807,"FL","Electric utility","PV","SUN"
"Hamlet Generating Facility",56292,"NC","Electric utility","GT","NG,DFO"
"Hamlet Solar Energy Storage",64512,"NC","Electric utility","BA,PV","MWH,SUN"
"Hammock Solar",61024,"FL","Electric utility","PV","SUN"
"Hampton Solar 2",61498,"SC","Electric utility non-cogen","PV","SUN"
"Hampton Solar I",61325,"SC","Electric utility non-cogen","PV","SUN"
"Hanover Solar, LLC",61877,"NC","Electric utility non-cogen","PV","SUN"
"Happy Solar",59512,"NC","Electric utility non-cogen","PV","SUN"
"Hardee Power Station",50949,"FL","Electric utility non-cogen","GT,CT,CA","NG,DFO"
"Hardeetown Solar Power Plant",65173,"FL","Electric utility","PV","SUN"
"Hardison Farm Solar, LLC",60415,"NC","Electric utility non-cogen","PV","SUN"
"Harmony Solar (FL)",63582,"FL","Electric utility non-cogen","PV","SUN"
"Harrell's Hill Solar Center LLC",59337,"NC","Electric utility non-cogen","PV","SUN"
"Harris (NC)",6015,"NC","Electric utility","ST","NUC"
"Harris Shiloh",64585,"GA","Electric utility non-cogen","PV","SUN"
"Harrison Solar, LLC",63975,"NC","Electric utility non-cogen","PV","SUN"
"Harts Mill Solar, LLC",64144,"NC","Electric utility non-cogen","PV","SUN"
"Hartwell Energy Facility",54538,"GA","Electric utility","GT","NG,DFO"
"Hartwell Lake",754,"GA","Electric utility","HY","WAT"
"Harvest Beulaville, LLC",63299,"NC","Electric utility non-cogen","PV","SUN"
"Havre de Grace II - E at Perryman",60708,"MD","Electric utility non-cogen","PV","SUN"
"Haw River Hydro",10258,"NC","Electric utility non-cogen","HY","WAT"
"Hawk Road Facility",55141,"GA","Electric utility","GT","NG"
"Hawks Nest Hydro",50011,"WV","Industrial non-cogen","HY","WAT"
"Hawtree Solar",62951,"NC","Electric utility non-cogen","PV","SUN"
"Hay Road",7153,"DE","Electric utility non-cogen","CT,CA","NG,DFO"
"Hayes Solar, LLC",63974,"NC","Electric utility non-cogen","PV","SUN"
"Haynes Farm",58332,"NC","Electric utility non-cogen","PV","SUN"
"Haywood Farm Solar, LLC",61255,"NC","Electric utility non-cogen","PV","SUN"
"Hazlehurst II",60554,"GA","Electric utility non-cogen","PV","SUN"
"Hazlehurst III",62057,"GA","Electric utility non-cogen","PV","SUN"
"Hecate Energy Blair Road LLC",62778,"FL","Electric utility non-cogen","PV","SUN"
"Hecate Energy Cherrydale LLC",61375,"VA","Electric utility non-cogen","PV","SUN"
"Hecate Energy Clarke County LLC",61374,"VA","Electric utility non-cogen","PV","SUN"
"Hecate Energy West Newberry, LLC",64061,"SC","Electric utility non-cogen","PV","SUN"
"Hector Farm",60577,"NC","Electric utility non-cogen","PV","SUN"
"Heedeh Solar",60157,"NC","Electric utility non-cogen","PV","SUN"
"Hemings Solar",66996,"VA","Electric utility non-cogen","PV","SUN"
"Hemlock Solar",60207,"NC","Electric utility non-cogen","PV","SUN"
"Henrico",57356,"VA","Electric utility non-cogen","IC","DFO,LFG"
"Henry Farm",65552,"NC","Electric utility non-cogen","PV","SUN"
"Herbert A Wagner",1554,"MD","Electric utility non-cogen","ST,GT","NG,DFO,RFO,BIT"
"Herbert Farm Solar",58463,"MD","Electric utility","PV","SUN"
"Hernando",61779,"FL","Electric utility non-cogen","IC","LFG"
"Hertford Solar Farm",60384,"NC","Electric utility non-cogen","PV","SUN"
"Hertford Solar Power, LLC",63024,"NC","Electric utility non-cogen","PV","SUN"
"Hew Fulton Farm, LLC",60778,"NC","Electric utility non-cogen","PV","SUN"
"Hibiscus Solar Energy Center",62206,"FL","Electric utility","PV","SUN"
"Hickory",59829,"NC","Electric utility non-cogen","PV","SUN"
"Hickory Park Solar Hybrid",63522,"GA","Electric utility non-cogen","BA,PV","MWH,SUN"
"Hickson Solar, LLC",65779,"SC","Electric utility non-cogen","PV","SUN"
"High Point, Fairfield",56059,"NC","Electric utility","IC","DFO"
"High Point, POLO",57196,"NC","Electric utility","IC","DFO"
"High Point, Pump Station Rd",56260,"NC","Electric utility","IC","DFO"
"High Rock Hydro",54896,"NC","Electric utility","HY","WAT"
"High Shoals Hydro (GA)",10121,"GA","Electric utility non-cogen","HY","WAT"
"High Shoals Hydro (NC)",10550,"NC","Electric utility non-cogen","HY","WAT"
"High Shoals PV1",59997,"NC","Electric utility non-cogen","PV","SUN"
"High Springs Solar Power Plant",65172,"FL","Electric utility","PV","SUN"
"Highest Power Solar, LLC",63812,"NC","Electric utility non-cogen","PV","SUN"
"Highland Solar Center LLC",59163,"NC","Electric utility non-cogen","PV","SUN"
"Highlander Solar Energy Station 1",62014,"VA","Electric utility non-cogen","PV","SUN"
"Highwater Solar I",59487,"NC","Electric utility non-cogen","PV","SUN"
"Hildreth Solar Power Plant",65170,"FL","Electric utility","PV","SUN"
"Hillsborough County Resource Recovery",50858,"FL","Commercial non-cogen","ST","MSB,MSN"
"Hilton Head",3318,"SC","Electric utility","GT","DFO"
"Hines Energy Complex",7302,"FL","Electric utility","CT,CA","NG"
"Hiwassee Dam",2780,"NC","Electric utility","HY","WAT"
"Hobnail Solar",66026,"GA","Electric utility non-cogen","PV","SUN"
"Hollidays Bridge Hydro",3261,"SC","Electric utility non-cogen","HY","WAT"
"Hollins Ferry CSG",65324,"MD","Electric utility non-cogen","PV","SUN"
"Holly Spring Meadows",66819,"MD","Electric utility non-cogen","PV","SUN"
"Holly Swamp Solar, LLC",63695,"NC","Electric utility","PV","SUN"
"Hollyfield",61023,"VA","Electric utility","PV","SUN"
"Holstein Plant",58623,"NC","Electric utility non-cogen","PV","SUN"
"Honea Path",56132,"SC","Electric utility","IC","DFO"
"Hood Farm Solar, LLC",61256,"NC","Electric utility non-cogen","PV","SUN"
"Hopewell Cogeneration",10633,"VA","Electric utility cogen","CT,CA","NG,DFO"
"Hopewell Friends",61883,"NC","Electric utility non-cogen","PV","SUN"
"Hopewell Mill",50813,"VA","Industrial cogen","ST","NG,WDS,RFO,BIT,BLQ"
"Hopewell Power Station",10771,"VA","Electric utility","ST","NG,WDS"
"Horizon Solar Energy Center",61021,"FL","Electric utility","PV","SUN"
"Horry Land Fill Gas Site",7958,"SC","Electric utility","IC","LFG"
"Hostetter Solar One, LLC",64608,"MD","Electric utility non-cogen","PV","SUN"
"Hot Springs Energy Storage & Microgrid",64640,"NC","Electric utility","PV,BA","MWH,SUN"
"Howell Midland Farm, LLC",60312,"NC","Electric utility non-cogen","PV","SUN"
"Hubble Solar, LLC",66989,"NC","Electric utility non-cogen","PV","SUN"
"Huntersville Delivery No 2",56550,"NC","Electric utility","IC","DFO"
"Huntley",63271,"SC","Electric utility non-cogen","PV","SUN"
"Husky Solar",59510,"NC","Electric utility non-cogen","PV","SUN"
"Hutchinson Farm",59564,"NC","Electric utility non-cogen","PV","SUN"
"I 95 Landfill Phase II",54723,"VA","Electric utility non-cogen","IC","LFG"
"IGS CC, LLC",63428,"DC","Electric utility non-cogen","PV","SUN"
"IGS Solar I - BWI2",61465,"MD","Electric utility non-cogen","PV","SUN"
"IGS Solar I - BWI5",61358,"MD","Electric utility non-cogen","PV","SUN"
"IKEA College Park 411",58015,"MD","Commercial non-cogen","PV","SUN"
"IKEA Jacksonville Rooftop PV System",61821,"FL","Commercial non-cogen","PV","SUN"
"IKEA Miami 327",61173,"FL","Commercial non-cogen","PV","SUN"
"IKEA Norfolk Rooftop PV System",62355,"VA","Commercial non-cogen","PV","SUN"
"IKEA Perryville 460",58014,"MD","Commercial non-cogen","PV","SUN"
"IKEA Savannah 490",58011,"GA","Commercial non-cogen","PV","SUN"
"IKEA Tampa 042",58012,"FL","Commercial non-cogen","PV","SUN"
"Imeson Solar",63186,"FL","Electric utility non-cogen","PV","SUN"
"Immokalee",65040,"FL","Electric utility","PV","SUN"
"Imperial Savannah LP",50146,"GA","Industrial cogen","ST","NG,BIT"
"Indian River Generating Station",594,"DE","Electric utility non-cogen","GT,ST","DFO,BIT"
"Indian River Plant",683,"FL","Electric utility","GT","NG,DFO"
"Indian River Solar Center",61020,"FL","Electric utility","PV","SUN"
"Ingredion Winston Salem",54618,"NC","Industrial cogen","ST","NG,WDS,BIT"
"Inland Paperboard Packaging Rome",10426,"GA","Industrial cogen","ST","NG,WDS,RFO,BLQ,OTH"
"Innovative Solar 10",60050,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 14, LLC",59553,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 15, LLC",59554,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 16",60055,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 18, LLC",60051,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 23",59670,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 26, LLC",60052,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 31",60540,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 35, LLC",61258,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 37 LLC",59665,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 42",60539,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 43, LLC",60149,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 44",59675,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 46",59671,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 47",59666,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 48",59667,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 54",59669,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 55",59676,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 59, LLC",61259,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 6",59542,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 60, LLC",61260,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 63, LLC",60053,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 64",59677,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 65",60398,"NC","Electric utility non-cogen","PV","SUN"
"Innovative Solar 67",59678,"NC","Electric utility non-cogen","PV","SUN"
"Inst and Envir Dir Marine Logistics Base",66190,"GA","Electric utility cogen","IC","LFG"
"Intercession City",8049,"FL","Electric utility","GT","NG,DFO"
"International Paper Co. - New Bern Mill",50188,"NC","Industrial cogen","ST","NG,BLQ"
"International Paper Franklin Mill",52152,"VA","Industrial cogen","ST","NG,BLQ"
"International Paper Georgetown Mill",54087,"SC","Industrial cogen","ST","NG,WDS,TDF,RFO,BIT,BLQ"
"International Paper Pensacola",50250,"FL","Industrial cogen","ST","NG,WDS,BLQ"
"International Paper Riegelwood Mill",54656,"NC","Industrial cogen","ST","NG,BLQ"
"International Paper Savanna Mill",50398,"GA","Industrial cogen","ST","NG,WDS,BLQ"
"Interstate Paper LLC Riceboro",54281,"GA","Industrial cogen","ST","NG,WDS,BLQ"
"Interstate Solar Energy Center",61768,"FL","Electric utility","PV","SUN"
"Iredell County LFG Facility",56962,"NC","Electric utility non-cogen","IC","LFG"
"J D Kennedy",666,"FL","Electric utility","GT","NG,DFO"
"J Strom Thurmond",3323,"SC","Electric utility","HY","WAT"
"J Woodruff",690,"FL","Electric utility","HY","WAT"
"JBAB - Washington DC",62374,"DC","Electric utility non-cogen","PV","SUN"
"JED Solid Waste Mgmt Renewable Energy",60701,"FL","Electric utility non-cogen","IC","LFG"
"Jack McDonough",710,"GA","Electric utility","GT,CT,CA","NG,DFO"
"Jackson Solar Farm",61292,"NC","Electric utility non-cogen","PV","SUN"
"Jacksonville Solar",57202,"FL","Electric utility non-cogen","PV","SUN"
"Jacob Solar",59503,"NC","Electric utility non-cogen","PV","SUN"
"Jakana Solar",59170,"NC","Electric utility non-cogen","PV","SUN"
"James E. Rogers Energy Complex",2721,"NC","Electric utility","ST","NG,DFO,BIT"
"Jamesville Road Solar, LLC",62329,"NC","Electric utility non-cogen","PV","SUN"
"Jamison Solar (FL)",64631,"FL","Electric utility","PV","SUN"
"Jamison Solar Farm",62396,"SC","Electric utility","PV","SUN"
"Jasper",55927,"SC","Electric utility","CT,CA","NG,DFO"
"Jax LNG",66392,"FL","Commercial non-cogen","IC","NG"
"Jefferies",3319,"SC","Electric utility","HY","WAT"
"Jefferson Solar (SC)",62233,"SC","Electric utility non-cogen","PV","SUN"
"Jersey Holdings",60784,"NC","Electric utility non-cogen","PV","SUN"
"Jessamine Solar",61944,"SC","Electric utility non-cogen","PV","SUN"
"Jester Solar",60290,"NC","Electric utility non-cogen","PV","SUN"
"Jesup Plant",10560,"GA","Industrial cogen","ST","NG,WDS,RFO,BLQ"
"Jocassee",3262,"SC","Electric utility","PS","WAT"
"John E Amos",3935,"WV","Electric utility","ST","DFO,BIT"
"John H Kerr",3833,"VA","Electric utility","HY","WAT"
"John Hopkins Middle School Microgrid",64752,"FL","Electric utility","PV","SUN"
"John R Kelly",664,"FL","Electric utility","CT,CA","NG"
"John S Rainey",7834,"SC","Electric utility","GT,CT,CA","NG"
"Jordan Hydroelectric Project",58390,"NC","Electric utility non-cogen","HY","WAT"
"Juniper Solar (FL)",65683,"FL","Electric utility","PV","SUN"
"KDC Solar CV Animal Control LLC",66655,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar CV Ascend One LLC",66652,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar CV Cedar Lane Park LLC",66653,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar CV Central MD Regional Transit",66654,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar CV O'Donnell Property LLC",66656,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar TC Blandair Park LLC",65984,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar TC George Howard LLC",65983,"MD","Electric utility non-cogen","PV","SUN"
"KDC Solar TC Little Patuxent WWTP LLC",65982,"MD","Electric utility non-cogen","PV","SUN"
"Kalish Farm Solar",65553,"NC","Electric utility non-cogen","PV","SUN"
"KapStone Kraft Paper Corp",50254,"NC","Industrial cogen","ST","NG,DFO,WDS,RFO,BIT,BLQ"
"Kapstone",7737,"SC","Electric utility cogen","ST","DFO,WDS,BIT,BLQ"
"Kathleen Solar",60180,"NC","Electric utility non-cogen","PV","SUN"
"Keen Farm",59565,"NC","Electric utility non-cogen","PV","SUN"
"Kelford (Cypress)",59796,"NC","Electric utility non-cogen","PV","SUN"
"Kelford (Duke)",59527,"NC","Electric utility non-cogen","PV","SUN"
"Kelly Solar, LLC",61219,"NC","Electric utility non-cogen","PV","SUN"
"Kenansville",59051,"NC","Electric utility non-cogen","PV","SUN"
"Kenansville Solar 2, LLC",58803,"NC","Electric utility non-cogen","PV","SUN"
"Kenansville Solar Farm, LLC",58840,"NC","Electric utility non-cogen","PV","SUN"
"Kendall Farm",65554,"NC","Electric utility non-cogen","PV","SUN"
"Kennedy Solar, LLC",60397,"NC","Electric utility non-cogen","PV","SUN"
"Kenneth Solar",59507,"NC","Electric utility non-cogen","PV","SUN"
"Kent County - Worton Complex",58243,"MD","Electric utility non-cogen","PV","SUN"
"Kent County Wastewater Treatment Solar",57330,"DE","Electric utility non-cogen","PV","SUN"
"Kent County-Kennedyville",58239,"MD","Electric utility non-cogen","PV","SUN"
"Keowee",6517,"SC","Electric utility","HY","WAT"
"Keys Energy Center",60302,"MD","Electric utility non-cogen","CT,CA","NG"
"Kimberly-Clark Solar",62960,"GA","Electric utility non-cogen","PV","SUN"
"King & Queen",56686,"VA","Electric utility non-cogen","IC","DFO,LFG"
"King Mill",61000,"GA","Industrial non-cogen","HY","WAT"
"Kings Bay Solar Facility",59864,"GA","Electric utility","PV","SUN"
"Kings Mountain Energy Center",59325,"NC","Electric utility non-cogen","CT,CA","NG"
"Kinston",59125,"NC","Electric utility non-cogen","PV","SUN"
"Kinston Davis Farm",61090,"NC","Electric utility non-cogen","PV","SUN"
"Kinston Solar",59832,"NC","Electric utility non-cogen","PV","SUN"
"Kirby Road Solar, LLC",64602,"MD","Electric utility non-cogen","PV","SUN"
"Kirkwall Holdings",58791,"NC","Electric utility non-cogen","PV","SUN"
"Kojak Farm",60578,"NC","Electric utility non-cogen","PV","SUN"
"L V Sutton Combined Cycle",58697,"NC","Electric utility","GT,CT,CA","NG,DFO"
"LKL BLBD, LLC",59611,"FL","Electric utility non-cogen","PV","SUN"
"Ladysmith",7839,"VA","Electric utility","GT","NG,DFO"
"Lafayette Solar I, LLC",60105,"NC","Electric utility non-cogen","PV","SUN"
"Lake Blackshear Project",752,"GA","Electric utility","HY","WAT"
"Lake Hancock Solar",61657,"FL","Electric utility","PV","SUN"
"Lake Lure",2773,"NC","Electric utility non-cogen","HY","WAT"
"Lake Mabel Solar and Battery Storage",66128,"FL","Electric utility","PV","SUN"
"Lake Placid Solar Power Plant",62541,"FL","Electric utility","PV,BA","MWH,SUN"
"Lakeland Electric Co. (FL) - Airport II",59754,"FL","Electric utility non-cogen","PV","SUN"
"Lakeland Electric Co. (FL)-Airport 1",59744,"FL","Electric utility non-cogen","PV","SUN"
"Lakeland Solar Energy LLC",58572,"GA","Electric utility non-cogen","PV","SUN"
"Lakeside Solar Center",62922,"FL","Electric utility","PV","SUN"
"Lancaster Solar GA",64150,"GA","Electric utility non-cogen","PV","SUN"
"Landis Delivery No 2",56551,"NC","Electric utility","IC","DFO"
"Landrace Holdings, LLC",65955,"SC","Electric utility non-cogen","PV","SUN"
"Lane II Solar, LLC",63837,"NC","Electric utility non-cogen","PV","SUN"
"Lane Solar",62104,"NC","Electric utility non-cogen","PV","SUN"
"Lang Solar Farm",63449,"NC","Electric utility non-cogen","PV","SUN"
"Langdon Solar Farm, LLC",60538,"NC","Electric utility non-cogen","PV","SUN"
"Langley PV1",59158,"NC","Electric utility non-cogen","PV","SUN"
"Lanier Solar",59486,"NC","Electric utility non-cogen","PV","SUN"
"Lansing Smith",643,"FL","Electric utility","CT,CA","NG"
"Laredo Bus Facility Solar Canopies",58064,"GA","Commercial non-cogen","PV","SUN"
"Larsen Memorial",675,"FL","Electric utility","CT,CA","NG,DFO"
"Lauderdale",613,"FL","Electric utility","GT","NG,DFO"
"Laurel Mountain Hybrid",57447,"WV","Electric utility non-cogen","WT,BA","MWH,WND"
"Laurel Oaks Solar",65684,"FL","Electric utility","PV","SUN"
"Laurinburg Farm",61091,"NC","Electric utility non-cogen","PV","SUN"
"Laurinburg Solar",59833,"NC","Electric utility non-cogen","PV","SUN"
"Laurinburg Solar, LLC (Heelstone)",60200,"NC","Electric utility non-cogen","PV","SUN"
"Lee Combined Cycle Plant",58215,"NC","Electric utility","CT,CA","NG,DFO"
"Lee County Landfill",56120,"SC","Electric utility","IC","LFG"
"Lee County Solid Waste Energy",52010,"FL","Electric utility non-cogen","ST","MSB,MSN,PG"
"Leesville",3777,"VA","Electric utility","HY","WAT"
"Leggett Solar, LLC",60783,"NC","Electric utility non-cogen","PV","SUN"
"Legoland Solar",60371,"FL","Electric utility","PV","SUN"
"Lenoir Farm",58333,"NC","Electric utility non-cogen","PV","SUN"
"Lenoir Farm 2",58334,"NC","Electric utility non-cogen","PV","SUN"
"Lewiston Solar",59174,"NC","Electric utility non-cogen","PV","SUN"
"Lexington",56261,"NC","Electric utility","IC","DFO"
"Lexington Health Center",56067,"NC","Electric utility","IC","DFO"
"Lick Creek Solar, LLC",63811,"NC","Electric utility non-cogen","PV","SUN"
"Lillington Solar",59921,"NC","Electric utility non-cogen","PV","SUN"
"Lily Solar",63548,"SC","Electric utility non-cogen","PV","SUN"
